order_id,order_date,ship_date,customer,manufactory,product_name,segment,category,sub_category,region,zip,city,state,country,discount,profit,quantity,sales,profit_margin,month,year
US-2020-167199,1/6/2019,1/10/2019,Maria Etezadi,Alliance,"Alliance Super-Size Bands, Assorted Sizes",Home Office,Office Supplies,Fasteners,South,42420,Henderson,Kentucky,United States,0,0.31,4,31.12,0.01,Jan,2019
US-2020-167199,1/6/2019,1/10/2019,Maria Etezadi,Southworth,Southworth 25% Cotton Granite Paper & Envelopes,Home Office,Office Supplies,Paper,South,42420,Henderson,Kentucky,United States,0,3.01,1,6.54,0.46,Jan,2019
US-2020-167199,1/6/2019,1/10/2019,Maria Etezadi,Other,Wireless Extenders zBoost YX545 SOHO Signal Booster,Home Office,Technology,Phones,South,42420,Henderson,Kentucky,United States,0,204.11,4,755.96,0.27,Jan,2019
US-2020-167199,1/6/2019,1/10/2019,Maria Etezadi,GE,GE 30524EE4,Home Office,Technology,Phones,South,42420,Henderson,Kentucky,United States,0,113.67,2,391.98,0.29,Jan,2019
US-2020-105417,1/7/2019,1/12/2019,Vivek Sundaresam,Howard Miller,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",Consumer,Furniture,Furnishings,Central,77340,Huntsville,Texas,United States,0.6,-53.71,3,76.73,-0.7,Jan,2019
US-2020-105417,1/7/2019,1/12/2019,Vivek Sundaresam,Acco,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",Consumer,Office Supplies,Binders,Central,77340,Huntsville,Texas,United States,0.8,-18.25,7,10.43,-1.75,Jan,2019
US-2020-135405,1/9/2019,1/13/2019,Melanie Seite,Newell,Newell 312,Consumer,Office Supplies,Art,Central,78041,Laredo,Texas,United States,0.2,1.17,2,9.34,0.125,Jan,2019
US-2020-135405,1/9/2019,1/13/2019,Melanie Seite,Memorex,Memorex Micro Travel Drive 8 GB,Consumer,Technology,Accessories,Central,78041,Laredo,Texas,United States,0.2,9.75,3,31.20,0.3125,Jan,2019
US-2020-149020,1/10/2019,1/15/2019,Anthony Jacobs,Howard Miller,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",Corporate,Furniture,Furnishings,South,22153,Springfield,Virginia,United States,0,21.30,1,51.94,0.41,Jan,2019
US-2020-149020,1/10/2019,1/15/2019,Anthony Jacobs,Avery,Avery 482,Corporate,Office Supplies,Labels,South,22153,Springfield,Virginia,United States,0,1.36,1,2.89,0.47,Jan,2019
US-2020-130092,1/11/2019,1/14/2019,Seth Vernon,DAX,"DAX Value U-Channel Document Frames, Easel Back",Consumer,Furniture,Furnishings,East,19901,Dover,Delaware,United States,0,3.08,2,9.94,0.31,Jan,2019
US-2020-109232,1/13/2019,1/16/2019,Natalie DeCherney,Global,Global Highback Leather Tilter in Burgundy,Consumer,Furniture,Chairs,South,29464,Mount Pleasant,South Carolina,United States,0,87.35,6,545.94,0.16,Jan,2019
US-2020-118192,1/13/2019,1/18/2019,Michael Moore,Avery,Avery Metallic Poly Binders,Consumer,Office Supplies,Binders,East,43055,Newark,Ohio,United States,0.7,-2.52,2,3.44,-0.733333333,Jan,2019
US-2020-118192,1/13/2019,1/18/2019,Michael Moore,Xerox,Xerox 1923,Consumer,Office Supplies,Paper,East,43055,Newark,Ohio,United States,0.2,13.09,7,37.41,0.35,Jan,2019
US-2020-157147,1/13/2019,1/18/2019,Brian Dahlen,O'Sullivan,"O'Sullivan Elevations Bookcase, Cherry Finish",Consumer,Furniture,Bookcases,West,94109,San Francisco,California,United States,0.15,3.93,3,334.00,0.011764706,Jan,2019
US-2020-157147,1/13/2019,1/18/2019,Brian Dahlen,Other,4009 Highlighters by Sanford,Consumer,Office Supplies,Art,West,94109,San Francisco,California,United States,0,6.57,5,19.90,0.33,Jan,2019
US-2020-157147,1/13/2019,1/18/2019,Brian Dahlen,Tennsco,Tennsco 6- and 18-Compartment Lockers,Consumer,Office Supplies,Storage,West,94109,San Francisco,California,United States,0,238.65,5,"1,325.85",0.18,Jan,2019
US-2020-162775,1/13/2019,1/15/2019,Chris Selesnick,3-ring staple pack,3-ring staple pack,Corporate,Office Supplies,Binders,South,71111,Bossier City,Louisiana,United States,0,2.71,3,5.64,0.48,Jan,2019
US-2020-162775,1/13/2019,1/15/2019,Chris Selesnick,Other,Brown Kraft Recycled Envelopes,Corporate,Office Supplies,Envelopes,South,71111,Bossier City,Louisiana,United States,0,25.47,3,50.94,0.5,Jan,2019
US-2020-162775,1/13/2019,1/15/2019,Chris Selesnick,Staple envelope,Staple envelope,Corporate,Office Supplies,Envelopes,South,71111,Bossier City,Louisiana,United States,0,5.34,2,11.36,0.47,Jan,2019
US-2020-162775,1/13/2019,1/15/2019,Chris Selesnick,Fellowes,Fellowes Stor/Drawer Steel Plus Storage Drawers,Corporate,Office Supplies,Storage,South,71111,Bossier City,Louisiana,United States,0,34.35,6,572.58,0.06,Jan,2019
US-2020-162775,1/13/2019,1/15/2019,Chris Selesnick,Plantronics,Plantronics S12 Corded Telephone Headset System,Corporate,Technology,Accessories,South,71111,Bossier City,Louisiana,United States,0,258.70,6,646.74,0.4,Jan,2019
US-2020-149524,1/14/2019,1/15/2019,Brendan Sweed,Sauder,Sauder Cornerstone Collection Library,Corporate,Furniture,Bookcases,East,19140,Philadelphia,Pennsylvania,United States,0.5,-53.29,4,61.96,-0.86,Jan,2019
US-2020-103366,1/15/2019,1/17/2019,Erica Hackney,Logitech,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,Consumer,Technology,Accessories,South,30076,Roswell,Georgia,United States,0,65.98,5,149.95,0.44,Jan,2019
US-2020-115791,1/16/2019,1/18/2019,Delfina Latchford,DAX,DAX Black Cherry Wood-Tone Poster Frame,Consumer,Furniture,Furnishings,East,19134,Philadelphia,Pennsylvania,United States,0.2,28.60,6,127.10,0.225,Jan,2019
US-2020-115791,1/16/2019,1/18/2019,Delfina Latchford,GBC,GBC Linen Binding Covers,Consumer,Office Supplies,Binders,East,19134,Philadelphia,Pennsylvania,United States,0.7,-13.63,2,18.59,-0.733333333,Jan,2019
US-2020-115791,1/16/2019,1/18/2019,Delfina Latchford,Other,Round Specialty Laser Printer Labels,Consumer,Office Supplies,Labels,East,19134,Philadelphia,Pennsylvania,United States,0.2,10.15,3,30.07,0.3375,Jan,2019
US-2020-115791,1/16/2019,1/18/2019,Delfina Latchford,AT&T,AT&T 841000 Phone,Consumer,Technology,Phones,East,19134,Philadelphia,Pennsylvania,United States,0.4,-31.05,3,124.20,-0.25,Jan,2019
US-2020-123477,1/18/2019,1/21/2019,David Wiener,Fellowes,Fellowes Mighty 8 Compact Surge Protector,Corporate,Office Supplies,Appliances,West,97477,Springfield,Oregon,United States,0.2,6.49,4,64.86,0.1,Jan,2019
US-2020-146591,1/19/2019,1/20/2019,Toby Swindell,O'Sullivan,O'Sullivan 4-Shelf Bookcase in Odessa Pine,Consumer,Furniture,Bookcases,West,85254,Scottsdale,Arizona,United States,0.7,-320.60,5,181.47,-1.766666667,Jan,2019
US-2020-146591,1/19/2019,1/20/2019,Toby Swindell,GBC,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",Consumer,Office Supplies,Binders,West,85254,Scottsdale,Arizona,United States,0.7,-23.72,10,32.34,-0.733333333,Jan,2019
US-2020-146591,1/19/2019,1/20/2019,Toby Swindell,Tyvek,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",Consumer,Office Supplies,Envelopes,West,85254,Scottsdale,Arizona,United States,0.2,36.69,5,108.72,0.3375,Jan,2019
US-2020-146591,1/19/2019,1/20/2019,Toby Swindell,TOPS,"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",Consumer,Office Supplies,Paper,West,85254,Scottsdale,Arizona,United States,0.2,19.62,4,56.06,0.35,Jan,2019
US-2020-147627,1/20/2019,1/26/2019,Hunter Lopez,Hon,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,Consumer,Furniture,Chairs,South,72401,Jonesboro,Arkansas,United States,0,224.27,3,"1,067.94",0.21,Jan,2019
US-2020-147627,1/20/2019,1/26/2019,Hunter Lopez,Eldon,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",Consumer,Furniture,Furnishings,South,72401,Jonesboro,Arkansas,United States,0,11.58,4,38.60,0.3,Jan,2019
US-2020-147627,1/20/2019,1/26/2019,Hunter Lopez,Newell,Newell 351,Consumer,Office Supplies,Art,South,72401,Jonesboro,Arkansas,United States,0,6.66,7,22.96,0.29,Jan,2019
US-2020-147627,1/20/2019,1/26/2019,Hunter Lopez,Newell,Newell 327,Consumer,Office Supplies,Art,South,72401,Jonesboro,Arkansas,United States,0,1.79,3,6.63,0.27,Jan,2019
US-2020-147627,1/20/2019,1/26/2019,Hunter Lopez,Staple envelope,Staple envelope,Consumer,Office Supplies,Envelopes,South,72401,Jonesboro,Arkansas,United States,0,10.97,3,23.34,0.47,Jan,2019
US-2020-147627,1/20/2019,1/26/2019,Hunter Lopez,Apple,Apple iPhone 5C,Consumer,Technology,Phones,South,72401,Jonesboro,Arkansas,United States,0,181.98,7,699.93,0.26,Jan,2019
US-2020-147774,1/20/2019,1/26/2019,Muhammed MacIntyre,GBC,GBC DocuBind TL200 Manual Binding Machine,Corporate,Office Supplies,Binders,South,37167,Smyrna,Tennessee,United States,0.7,-51.52,1,67.19,-0.766666667,Jan,2019
US-2020-148614,1/20/2019,1/25/2019,Mark Van Huff,Eldon,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",Consumer,Furniture,Furnishings,West,90049,Los Angeles,California,United States,0,5.79,2,19.30,0.3,Jan,2019
US-2020-148614,1/20/2019,1/25/2019,Mark Van Huff,Wirebound,"Wirebound Service Call Books, 5 1/2"" x 4""",Consumer,Office Supplies,Paper,West,90049,Los Angeles,California,United States,0,9.29,2,19.36,0.48,Jan,2019
US-2020-167927,1/20/2019,1/26/2019,Xylona Preis,Ultra,Ultra Door Push Plate,Consumer,Furniture,Furnishings,Central,48185,Westland,Michigan,United States,0,4.86,3,14.73,0.33,Jan,2019
US-2020-167927,1/20/2019,1/26/2019,Xylona Preis,Eldon,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,Consumer,Furniture,Furnishings,Central,48185,Westland,Michigan,United States,0,30.02,3,272.94,0.11,Jan,2019
US-2020-167927,1/20/2019,1/26/2019,Xylona Preis,Holmes,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Consumer,Office Supplies,Appliances,Central,48185,Westland,Michigan,United States,0.1,93.58,4,247.72,0.377777778,Jan,2019
US-2020-167927,1/20/2019,1/26/2019,Xylona Preis,Panasonic,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,Consumer,Office Supplies,Art,Central,48185,Westland,Michigan,United States,0,12.74,3,43.92,0.29,Jan,2019
US-2020-167927,1/20/2019,1/26/2019,Xylona Preis,Acco,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",Consumer,Office Supplies,Binders,Central,48185,Westland,Michigan,United States,0,8.95,5,19.05,0.47,Jan,2019
US-2020-167927,1/20/2019,1/26/2019,Xylona Preis,Storex,Storex Dura Pro Binders,Consumer,Office Supplies,Binders,Central,48185,Westland,Michigan,United States,0,13.37,5,29.70,0.45,Jan,2019
US-2020-167927,1/20/2019,1/26/2019,Xylona Preis,Eldon,Eldon Fold 'N Roll Cart System,Consumer,Office Supplies,Storage,Central,48185,Westland,Michigan,United States,0,4.05,1,13.98,0.29,Jan,2019
US-2020-167927,1/20/2019,1/26/2019,Xylona Preis,Fellowes,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,Consumer,Office Supplies,Storage,Central,48185,Westland,Michigan,United States,0,15.98,2,66.58,0.24,Jan,2019
US-2020-110422,1/21/2019,1/23/2019,Tom Boeckenhauer,Ultra,Ultra Door Pull Handle,Consumer,Furniture,Furnishings,South,33180,Miami,Florida,United States,0.2,4.10,3,25.25,0.1625,Jan,2019
US-2020-102645,1/23/2019,1/28/2019,Ionia McGrath,Xerox,Xerox 195,Consumer,Office Supplies,Paper,West,89115,Las Vegas,Nevada,United States,0,19.24,6,40.08,0.48,Jan,2019
US-2020-146997,1/23/2019,1/27/2019,Speros Goranitis,Alliance,"Alliance Big Bands Rubber Bands, 12/Pack",Consumer,Office Supplies,Fasteners,Central,47905,Lafayette,Indiana,United States,0,0.00,3,5.94,0,Jan,2019
US-2020-155502,1/26/2019,1/31/2019,Shirley Daniels,Eldon,Eldon Image Series Black Desk Accessories,Home Office,Furniture,Furnishings,South,22304,Alexandria,Virginia,United States,0,4.47,3,12.42,0.36,Jan,2019
US-2020-155502,1/26/2019,1/31/2019,Shirley Daniels,GE,"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",Home Office,Furniture,Furnishings,South,22304,Alexandria,Virginia,United States,0,30.78,3,62.82,0.49,Jan,2019
US-2020-155502,1/26/2019,1/31/2019,Shirley Daniels,REDIFORM,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",Home Office,Office Supplies,Paper,South,22304,Alexandria,Virginia,United States,0,8.34,2,16.68,0.5,Jan,2019
US-2020-155502,1/26/2019,1/31/2019,Shirley Daniels,Eureka,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",Home Office,Office Supplies,Paper,South,22304,Alexandria,Virginia,United States,0,9.33,3,19.44,0.48,Jan,2019
US-2020-155502,1/26/2019,1/31/2019,Shirley Daniels,SAFCO,"SAFCO Commercial Wire Shelving, 72h",Home Office,Office Supplies,Storage,South,22304,Alexandria,Virginia,United States,0,0.00,8,489.92,0,Jan,2019
US-2020-155502,1/26/2019,1/31/2019,Shirley Daniels,Jabra,Jabra SPEAK 410,Home Office,Technology,Phones,South,22304,Alexandria,Virginia,United States,0,52.63,2,187.98,0.28,Jan,2019
US-2020-155502,1/26/2019,1/31/2019,Shirley Daniels,Other,Macally Suction Cup Mount,Home Office,Technology,Phones,South,22304,Alexandria,Virginia,United States,0,0.00,13,155.35,0,Jan,2019
US-2020-167997,1/26/2019,1/29/2019,Carol Adams,SAFCO,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",Corporate,Furniture,Bookcases,Central,57701,Rapid City,South Dakota,United States,0,39.75,2,141.96,0.28,Jan,2019
US-2020-167997,1/26/2019,1/29/2019,Carol Adams,Wilson Jones,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,Corporate,Office Supplies,Binders,Central,57701,Rapid City,South Dakota,United States,0,5.02,2,10.68,0.47,Jan,2019
US-2020-117163,1/27/2019,2/2/2019,Ed Jacobs,Balt,Balt Split Level Computer Training Table,Consumer,Furniture,Tables,West,92037,San Diego,California,United States,0.2,-16.65,3,333.00,-0.05,Jan,2019
US-2020-117163,1/27/2019,2/2/2019,Ed Jacobs,Dixon,Dixon Ticonderoga Core-Lock Colored Pencils,Consumer,Office Supplies,Art,West,92037,San Diego,California,United States,0,12.03,4,36.44,0.33,Jan,2019
US-2020-117163,1/27/2019,2/2/2019,Ed Jacobs,Other,Recycled Steel Personal File for Hanging File Folders,Consumer,Office Supplies,Storage,West,92037,San Diego,California,United States,0,14.31,1,57.23,0.25,Jan,2019
US-2020-100328,1/28/2019,2/3/2019,Jasper Cacioppo,Pressboard,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Consumer,Office Supplies,Binders,East,10024,New York City,New York,United States,0.2,1.33,1,3.93,0.3375,Jan,2019
US-2020-134103,1/30/2019,2/4/2019,Mike Vittorini,Xerox,Xerox 1972,Consumer,Office Supplies,Paper,Central,48234,Detroit,Michigan,United States,0,4.75,2,10.56,0.45,Jan,2019
US-2020-134103,1/30/2019,2/4/2019,Mike Vittorini,Space Solutions,Space Solutions HD Industrial Steel Shelving.,Consumer,Office Supplies,Storage,Central,48234,Detroit,Michigan,United States,0,6.90,2,229.94,0.03,Jan,2019
US-2020-115161,1/31/2019,2/2/2019,Liz Carlisle,Sauder,"Sauder Facets Collection Library, Sky Alder Finish",Consumer,Furniture,Bookcases,West,92691,Mission Viejo,California,United States,0.15,3.42,2,290.67,0.011764706,Jan,2019
US-2020-140795,2/1/2019,2/3/2019,Bradley Drucker,Enermax,Enermax Aurora Lite Keyboard,Consumer,Technology,Accessories,Central,54302,Green Bay,Wisconsin,United States,0,206.32,6,468.90,0.44,Feb,2019
US-2020-123400,2/2/2019,2/9/2019,Eric Barreto,Other,Surelock Post Binders,Consumer,Office Supplies,Binders,South,33710,Saint Petersburg,Florida,United States,0.7,-12.22,2,18.34,-0.666666667,Feb,2019
US-2020-123400,2/2/2019,2/9/2019,Eric Barreto,AT&T,AT&T 17929 Lendline Telephone,Consumer,Technology,Phones,South,33710,Saint Petersburg,Florida,United States,0.2,13.57,5,180.96,0.075,Feb,2019
US-2020-139857,2/2/2019,2/6/2019,Cynthia Delaney,Other,Staples,Home Office,Office Supplies,Fasteners,West,92037,San Diego,California,United States,0,5.80,5,12.35,0.47,Feb,2019
US-2020-111059,2/3/2019,2/6/2019,Tom Boeckenhauer,Avery,Avery Durable Poly Binders,Consumer,Office Supplies,Binders,West,98105,Seattle,Washington,United States,0.2,4.31,3,13.27,0.325,Feb,2019
US-2020-111059,2/3/2019,2/6/2019,Tom Boeckenhauer,Ibico,Ibico Laser Imprintable Binding System Covers,Consumer,Office Supplies,Binders,West,98105,Seattle,Washington,United States,0.2,27.25,2,83.84,0.325,Feb,2019
US-2020-104808,2/4/2019,2/8/2019,Mark Haberlin,GBC,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",Corporate,Office Supplies,Binders,West,92025,Escondido,California,United States,0.2,6.04,2,17.25,0.35,Feb,2019
US-2020-107181,2/4/2019,2/8/2019,Deborah Brumfield,GBC,GBC Recycled Grain Textured Covers,Home Office,Office Supplies,Binders,West,92024,San Diego,California,United States,0.2,29.01,3,82.90,0.35,Feb,2019
US-2020-107181,2/4/2019,2/8/2019,Deborah Brumfield,Message Book,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",Home Office,Office Supplies,Paper,West,92024,San Diego,California,United States,0,16.09,4,34.24,0.47,Feb,2019
US-2020-108182,2/6/2019,2/10/2019,Delfina Latchford,Avery,"Avery Flip-Chart Easel Binder, Black",Consumer,Office Supplies,Binders,Central,60441,Romeoville,Illinois,United States,0.8,-14.77,2,8.95,-1.65,Feb,2019
US-2020-131905,2/6/2019,2/9/2019,Neil Ducich,Avery,Avery 480,Corporate,Office Supplies,Labels,South,23320,Chesapeake,Virginia,United States,0,7.20,4,15.00,0.48,Feb,2019
US-2020-131905,2/6/2019,2/9/2019,Neil Ducich,AT&T,AT&T CL82213,Corporate,Technology,Phones,South,23320,Chesapeake,Virginia,United States,0,42.04,5,144.95,0.29,Feb,2019
US-2020-131905,2/6/2019,2/9/2019,Neil Ducich,Other,Aastra 57i VoIP phone,Corporate,Technology,Phones,South,23320,Chesapeake,Virginia,United States,0,42.02,1,161.61,0.26,Feb,2019
US-2020-107755,2/7/2019,2/12/2019,Cyma Kinney,Maxell,Maxell DVD-RAM Discs,Corporate,Technology,Accessories,East,7036,Linden,New Jersey,United States,0,49.60,7,115.36,0.43,Feb,2019
US-2020-169390,2/7/2019,2/10/2019,Chris Selesnick,Acco,Acco Perma 4000 Stacking Storage Drawers,Corporate,Office Supplies,Storage,East,10024,New York City,New York,United States,0,9.74,4,64.96,0.15,Feb,2019
US-2020-125759,2/8/2019,2/9/2019,Nathan Mautz,Master Caster,"Master Caster Door Stop, Large Brown",Home Office,Furniture,Furnishings,West,89031,North Las Vegas,Nevada,United States,0,5.53,2,14.56,0.38,Feb,2019
US-2020-127614,2/11/2019,2/15/2019,Natalie Fritzler,Hon,Hon 2111 Invitation Series Corner Table,Consumer,Furniture,Tables,South,23320,Chesapeake,Virginia,United States,0,75.37,6,"1,256.22",0.06,Feb,2019
US-2020-127614,2/11/2019,2/15/2019,Natalie Fritzler,Wilson Jones,Wilson Jones Leather-Like Binders with DublLock Round Rings,Consumer,Office Supplies,Binders,South,23320,Chesapeake,Virginia,United States,0,8.21,2,17.46,0.47,Feb,2019
US-2020-127614,2/11/2019,2/15/2019,Natalie Fritzler,Enermax,Enermax Aurora Lite Keyboard,Consumer,Technology,Accessories,South,23320,Chesapeake,Virginia,United States,0,103.16,3,234.45,0.44,Feb,2019
US-2020-168368,2/11/2019,2/15/2019,Guy Armstrong,Global,"Global Value Mid-Back Manager's Chair, Gray",Consumer,Furniture,Chairs,Central,65203,Columbia,Missouri,United States,0,15.22,1,60.89,0.25,Feb,2019
US-2020-168368,2/11/2019,2/15/2019,Guy Armstrong,Other,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",Consumer,Furniture,Furnishings,Central,65203,Columbia,Missouri,United States,0,53.27,3,332.94,0.16,Feb,2019
US-2020-168368,2/11/2019,2/15/2019,Guy Armstrong,Other,VariCap6 Expandable Binder,Consumer,Office Supplies,Binders,Central,65203,Columbia,Missouri,United States,0,24.39,3,51.90,0.47,Feb,2019
US-2020-168368,2/11/2019,2/15/2019,Guy Armstrong,Wilson Jones,Wilson Jones Turn Tabs Binder Tool for Ring Binders,Consumer,Office Supplies,Binders,Central,65203,Columbia,Missouri,United States,0,4.43,2,9.64,0.46,Feb,2019
US-2020-168368,2/11/2019,2/15/2019,Guy Armstrong,Avery,Avery 483,Consumer,Office Supplies,Labels,Central,65203,Columbia,Missouri,United States,0,6.87,3,14.94,0.46,Feb,2019
US-2020-168368,2/11/2019,2/15/2019,Guy Armstrong,Fellowes,Fellowes Neat Ideas Storage Cubes,Consumer,Office Supplies,Storage,Central,65203,Columbia,Missouri,United States,0,2.60,2,64.96,0.04,Feb,2019
US-2020-110674,2/12/2019,2/18/2019,Sanjit Chand,Global,"Global Geo Office Task Chair, Gray",Consumer,Furniture,Chairs,West,94521,Concord,California,United States,0.2,-24.29,2,129.57,-0.1875,Feb,2019
US-2020-107706,2/14/2019,2/19/2019,Shui Tom,Other,"Memo Book, 100 Message Capacity, 5 3/8 x 11",Consumer,Office Supplies,Paper,Central,77095,Houston,Texas,United States,0.2,6.07,3,16.18,0.375,Feb,2019
US-2020-121762,2/14/2019,2/18/2019,Marina Lichtenstein,Belkin,Belkin 8 Outlet Surge Protector,Corporate,Office Supplies,Appliances,West,98103,Seattle,Washington,United States,0,22.95,2,81.96,0.28,Feb,2019
US-2020-121762,2/14/2019,2/18/2019,Marina Lichtenstein,Other,Compact Automatic Electric Letter Opener,Corporate,Office Supplies,Supplies,West,98103,Seattle,Washington,United States,0,4.77,2,238.62,0.02,Feb,2019
US-2020-121762,2/14/2019,2/18/2019,Marina Lichtenstein,Logitech,Logitech G600 MMO Gaming Mouse,Corporate,Technology,Accessories,West,98103,Seattle,Washington,United States,0,86.39,3,239.97,0.36,Feb,2019
US-2020-165568,2/15/2019,2/19/2019,Barry Französisch,Pressboard,Pressboard Data Binders by Wilson Jones,Corporate,Office Supplies,Binders,West,98105,Seattle,Washington,United States,0.2,7.21,5,21.36,0.3375,Feb,2019
US-2020-122567,2/16/2019,2/21/2019,Michael Nguyen,Holmes,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",Consumer,Office Supplies,Appliances,Central,75220,Dallas,Texas,United States,0.8,-13.93,2,7.96,-1.75,Feb,2019
US-2020-122567,2/16/2019,2/21/2019,Michael Nguyen,Wilson Jones,Wilson Jones Easy Flow II Sheet Lifters,Consumer,Office Supplies,Binders,Central,75220,Dallas,Texas,United States,0.8,-1.73,3,1.08,-1.6,Feb,2019
US-2020-154165,2/17/2019,2/24/2019,Delfina Latchford,Staples in misc. colors,Staples in misc. colors,Consumer,Office Supplies,Art,Central,60653,Chicago,Illinois,United States,0.2,8.81,14,54.21,0.1625,Feb,2019
US-2020-152905,2/18/2019,2/24/2019,Aaron Bergman,Akro,Akro Stacking Bins,Consumer,Office Supplies,Storage,Central,76017,Arlington,Texas,United States,0.2,-2.52,2,12.62,-0.2,Feb,2019
US-2020-165589,2/18/2019,2/18/2019,Troy Blackwell,DAX,"DAX Copper Panel Document Frame, 5 x 7 Size",Consumer,Furniture,Furnishings,Central,79424,Lubbock,Texas,United States,0.6,-11.32,5,25.16,-0.45,Feb,2019
US-2020-109491,2/20/2019,2/26/2019,Linda Cazamias,Master Caster,"Master Caster Door Stop, Brown",Corporate,Furniture,Furnishings,Central,47374,Richmond,Indiana,United States,0,6.91,4,20.32,0.34,Feb,2019
US-2020-109491,2/20/2019,2/26/2019,Linda Cazamias,Enermax,Enermax Briskie RF Wireless Keyboard and Mouse Combo,Corporate,Technology,Accessories,Central,47374,Richmond,Indiana,United States,0,22.43,3,62.31,0.36,Feb,2019
US-2020-164903,2/20/2019,2/24/2019,Steven Roelle,Xerox,Xerox 204,Home Office,Office Supplies,Paper,West,90049,Los Angeles,California,United States,0,6.22,2,12.96,0.48,Feb,2019
US-2020-165540,2/21/2019,2/25/2019,Tamara Manning,GBC,GBC Standard Plastic Binding Systems Combs,Consumer,Office Supplies,Binders,Central,60098,Woodstock,Illinois,United States,0.8,-13.72,5,8.85,-1.55,Feb,2019
